country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",20-03-2026 16:00,14.465052,78.824187,CO,8,24,17
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",20-03-2026 16:00,16.186555,81.13219,CO,11,74,27
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",20-03-2026 16:00,26.146529,87.454184,CO,17,72,33
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",20-03-2026 16:00,25.7808257,84.7446768,PM2.5,73,467,195
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",20-03-2026 16:00,25.7808257,84.7446768,PM10,103,500,193
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",20-03-2026 16:00,25.7808257,84.7446768,CO,8,16,10
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",20-03-2026 16:00,24.762518,84.982348,PM10,51,77,65
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",20-03-2026 16:00,24.762518,84.982348,NO2,15,31,23
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",20-03-2026 16:00,27.308328,84.531742,PM2.5,78,253,112
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",20-03-2026 16:00,27.308328,84.531742,CO,32,33,32
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",20-03-2026 16:00,26.63086,84.90051,OZONE,2,3,2
India,Bihar,Munger,"Town Hall, Munger - BSPCB",20-03-2026 16:00,25.376776,86.471523,PM2.5,30,85,56
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",20-03-2026 16:00,25.560083,87.553265,SO2,12,21,18
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",20-03-2026 16:00,25.560083,87.553265,OZONE,4,15,10
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",20-03-2026 16:00,26.0881305,87.93840336,NO2,9,10,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",20-03-2026 16:00,26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",20-03-2026 16:00,25.265194,87.012947,SO2,52,62,57
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",20-03-2026 16:00,25.204762,85.51496,SO2,10,10,10
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",20-03-2026 16:00,25.204762,85.51496,CO,48,71,58
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",20-03-2026 16:00,25.204762,85.51496,OZONE,1,2,2
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",20-03-2026 16:00,25.592539,85.227158,NO2,14,18,16
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",20-03-2026 16:00,25.592539,85.227158,NH3,4,6,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",20-03-2026 16:00,25.592539,85.227158,CO,1,44,27
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",20-03-2026 16:00,25.592539,85.227158,OZONE,21,87,71
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",20-03-2026 16:00,25.5626095,84.663264,SO2,5,6,5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",20-03-2026 16:00,25.5626095,84.663264,OZONE,4,50,10
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",20-03-2026 16:00,25.251013,86.989001,PM2.5,57,220,118
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",20-03-2026 16:00,25.42742023,86.13886079,NH3,3,4,4
India,Bihar,Munger,"Town Hall, Munger - BSPCB",20-03-2026 16:00,25.376776,86.471523,OZONE,9,10,10
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",20-03-2026 16:00,25.0328,85.41948,NH3,3,3,3
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",20-03-2026 16:00,25.892357,86.590325,CO,38,46,42
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",20-03-2026 16:00,25.859655,85.77944,PM10,50,182,88
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",20-03-2026 16:00,24.952822,84.002396,SO2,3,5,4
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",20-03-2026 16:00,24.952822,84.002396,CO,40,103,70
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",20-03-2026 16:00,26.2271665,84.3570427,PM2.5,38,137,67
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",20-03-2026 16:00,26.2271665,84.3570427,PM10,55,145,91
India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2026 16:00,28.7762,77.051074,NH3,7,9,7
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2026 16:00,28.7256504,77.2011573,CO,12,48,26
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2026 16:00,28.5512005,77.2735737,PM2.5,11,214,52
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",20-03-2026 16:00,28.594169,77.1251,NH3,1,26,10
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",20-03-2026 16:00,28.594169,77.1251,OZONE,1,24,12
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",20-03-2026 16:00,28.656756,77.227234,NO2,36,81,56
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",20-03-2026 16:00,28.656756,77.227234,SO2,8,11,10
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",20-03-2026 16:00,22.1910172,83.5197009,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",20-03-2026 16:00,21.258815,81.578979,PM2.5,20,48,33
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",20-03-2026 16:00,21.258815,81.578979,NH3,4,5,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",20-03-2026 16:00,21.258815,81.578979,CO,24,43,29
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",20-03-2026 16:00,21.258815,81.578979,OZONE,5,23,10
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",20-03-2026 16:00,21.219665,81.630094,PM10,15,66,35
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",20-03-2026 16:00,21.219665,81.630094,CO,25,72,32
India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2026 16:00,28.815329,77.15301,SO2,6,12,8
India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2026 16:00,28.815329,77.15301,CO,30,48,37
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2026 16:00,28.695381,77.181665,NO2,21,58,33
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2026 16:00,28.695381,77.181665,SO2,14,24,19
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2026 16:00,28.695381,77.181665,CO,28,44,35
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2026 16:00,28.695381,77.181665,OZONE,2,48,27
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2026 16:00,28.4706914,77.1099364,PM2.5,11,98,46
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2026 16:00,28.4706914,77.1099364,PM10,28,130,65
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2026 16:00,25.610369,85.132568,OZONE,48,49,49
India,Bihar,Patna,"Muradpur, Patna - BSPCB",20-03-2026 16:00,25.619651,85.147382,PM2.5,44,100,60
India,Bihar,Patna,"Muradpur, Patna - BSPCB",20-03-2026 16:00,25.619651,85.147382,PM10,126,142,136
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",20-03-2026 16:00,25.599486,85.113666,CO,2,182,39
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",20-03-2026 16:00,25.366336,87.117468,SO2,14,17,16
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",20-03-2026 16:00,30.735567,76.775714,SO2,5,10,7
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",20-03-2026 16:00,30.735567,76.775714,CO,59,86,78
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",20-03-2026 16:00,30.719859,76.738637,PM2.5,13,50,24
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",20-03-2026 16:00,30.719859,76.738637,CO,32,50,46
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",20-03-2026 16:00,21.224231,81.40835,PM10,15,65,40
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",20-03-2026 16:00,22.118125,83.140608,SO2,14,92,47
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",20-03-2026 16:00,22.118125,83.140608,CO,24,62,33
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",20-03-2026 16:00,22.348441,82.549611,SO2,2,21,12
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",20-03-2026 16:00,22.12665,83.483212,PM2.5,31,71,54
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",20-03-2026 16:00,21.371751,81.664929,SO2,4,27,13
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",20-03-2026 16:00,22.06631475,83.33820077,SO2,5,26,10
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",20-03-2026 16:00,22.1910172,83.5197009,NO2,NA,NA,NA
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",20-03-2026 16:00,28.73282,77.170633,PM10,28,156,88
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",20-03-2026 16:00,28.58028,77.233829,PM2.5,30,163,65
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",20-03-2026 16:00,28.5918245,77.2273074,OZONE,20,69,42
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",20-03-2026 16:00,28.611281,77.237738,PM2.5,13,160,52
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",20-03-2026 16:00,28.611281,77.237738,CO,56,84,61
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",20-03-2026 16:00,28.611281,77.237738,OZONE,1,50,25
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",20-03-2026 16:00,28.636429,77.201067,SO2,7,28,21
India,Delhi,Delhi,"Mundka, Delhi - DPCC",20-03-2026 16:00,28.684678,77.076574,PM2.5,13,309,100
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",20-03-2026 16:00,28.615828,77.271992,NH3,5,7,6
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",20-03-2026 16:00,28.615828,77.271992,CO,85,96,92
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",20-03-2026 16:00,28.5710274,77.0719006,NO2,22,55,37
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",20-03-2026 16:00,28.5710274,77.0719006,SO2,3,22,17
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",20-03-2026 16:00,28.5627763,77.1180053,PM2.5,1,238,53
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",20-03-2026 16:00,28.5627763,77.1180053,PM10,16,159,68
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",20-03-2026 16:00,28.5627763,77.1180053,OZONE,2,31,14
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",20-03-2026 16:00,28.493624,77.201159,NO2,9,16,11
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",20-03-2026 16:00,28.62181,77.1944633,PM2.5,19,156,70
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",20-03-2026 16:00,28.62181,77.1944633,NO2,6,17,11
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",20-03-2026 16:00,28.672342,77.31526,NO2,19,37,27
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",20-03-2026 16:00,28.699793,77.165453,PM2.5,38,328,91
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",20-03-2026 16:00,28.699793,77.165453,PM10,34,173,84
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",20-03-2026 16:00,28.699793,77.165453,SO2,15,27,19
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",20-03-2026 16:00,23.107969,72.574648,NO2,8,22,14
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",20-03-2026 16:00,23.107969,72.574648,SO2,1,11,5
India,Delhi,Delhi,"Pusa, Delhi - DPCC",20-03-2026 16:00,28.639652,77.146275,NO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - DPCC",20-03-2026 16:00,28.639652,77.146275,CO,48,102,90
India,Delhi,Delhi,"Pusa, Delhi - IMD",20-03-2026 16:00,28.63611,77.173332,PM10,20,123,52
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",20-03-2026 16:00,28.563262,77.186937,OZONE,3,40,19
India,Delhi,Delhi,"Rohini, Delhi - DPCC",20-03-2026 16:00,28.732528,77.11992,NO2,6,26,17
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",20-03-2026 16:00,28.6514781,77.1473105,PM2.5,26,89,56
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",20-03-2026 16:00,28.6514781,77.1473105,NO2,38,151,57
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",20-03-2026 16:00,28.6811736,77.3025234,NO2,24,89,64
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",20-03-2026 16:00,28.54246,77.191651,PM2.5,14,162,50
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",20-03-2026 16:00,28.54246,77.191651,OZONE,6,29,18
India,Delhi,Delhi,"ITO, Delhi - CPCB",20-03-2026 16:00,28.628624,77.24106,PM2.5,24,129,60
India,Delhi,Delhi,"ITO, Delhi - CPCB",20-03-2026 16:00,28.628624,77.24106,PM10,21,95,53
India,Delhi,Delhi,"ITO, Delhi - CPCB",20-03-2026 16:00,28.628624,77.24106,NO2,21,92,49
India,Delhi,Delhi,"JNU, Delhi - DPCC",20-03-2026 16:00,28.540721,77.168544,PM10,22,116,66
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",20-03-2026 16:00,28.570173,76.933762,NO2,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",20-03-2026 16:00,28.570173,76.933762,CO,5,26,9
India,Delhi,Delhi,"Narela, Delhi - DPCC",20-03-2026 16:00,28.822836,77.101981,NO2,9,22,15
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",20-03-2026 16:00,28.56789,77.250515,PM10,33,127,68
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",20-03-2026 16:00,28.56789,77.250515,SO2,6,108,14
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",20-03-2026 16:00,28.5504249,77.2159377,NO2,36,44,40
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",20-03-2026 16:00,28.5504249,77.2159377,SO2,26,32,28
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",20-03-2026 16:00,28.5504249,77.2159377,OZONE,7,19,10
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",20-03-2026 16:00,28.710508,77.249485,PM10,24,131,59
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",20-03-2026 16:00,28.710508,77.249485,NH3,7,12,9
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",20-03-2026 16:00,28.6573814,77.1585447,PM10,15,142,70
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",20-03-2026 16:00,28.623763,77.287209,PM2.5,37,240,80
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",20-03-2026 16:00,28.674045,77.131023,PM2.5,28,303,78
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",20-03-2026 16:00,28.594004,76.909423,PM2.5,1,226,90
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",20-03-2026 16:00,28.594004,76.909423,PM10,3,206,84
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",20-03-2026 16:00,28.806223,76.141105,CO,10,18,16
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",20-03-2026 16:00,28.593883,76.270653,PM2.5,15,231,87
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",20-03-2026 16:00,28.593883,76.270653,NH3,5,7,6
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",20-03-2026 16:00,28.593883,76.270653,CO,64,112,94
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",20-03-2026 16:00,28.2068,76.7997,PM10,50,117,87
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",20-03-2026 16:00,28.2068,76.7997,OZONE,23,39,26
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",20-03-2026 16:00,28.39072,77.30059,CO,10,13,12
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",20-03-2026 16:00,23.163798,72.677768,CO,45,90,65
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",20-03-2026 16:00,23.243639,72.68994,SO2,2,4,3
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",20-03-2026 16:00,23.243639,72.68994,CO,1,30,14
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",20-03-2026 16:00,23.243639,72.68994,OZONE,1,24,13
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",20-03-2026 16:00,23.221714,72.654328,NO2,23,28,26
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",20-03-2026 16:00,22.248853,70.776774,CO,39,44,41
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",20-03-2026 16:00,22.977134,72.553024,PM2.5,21,145,54
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",20-03-2026 16:00,22.977134,72.553024,PM10,48,269,110
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",20-03-2026 16:00,22.977134,72.553024,NO2,44,140,85
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",20-03-2026 16:00,23.002657,72.591912,PM2.5,36,341,124
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",20-03-2026 16:00,23.020509,72.579261,NH3,14,21,17
India,Gujarat,Surat,"Science Center, Surat - SMC",20-03-2026 16:00,21.170046,72.795405,PM10,29,417,97
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",20-03-2026 16:00,22.320153,73.216285,PM2.5,10,160,63
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",20-03-2026 16:00,22.320153,73.216285,PM10,18,418,93
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20-03-2026 16:00,20.362421,72.918013,NH3,2,3,3
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",20-03-2026 16:00,23.023389,72.515201,SO2,7,33,13
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",20-03-2026 16:00,23.076793,72.627874,NH3,3,8,5
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",20-03-2026 16:00,21.613267,73.010555,NO2,NA,NA,NA
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",20-03-2026 16:00,28.4417,77.3217,PM2.5,121,141,129
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",20-03-2026 16:00,28.4417,77.3217,CO,58,66,62
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",20-03-2026 16:00,29.503664,75.467934,PM10,28,202,68
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",20-03-2026 16:00,21.755417,72.139056,PM10,27,246,76
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",20-03-2026 16:00,23.163798,72.677768,NO2,17,36,22
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",20-03-2026 16:00,28.3419248,77.319699,PM2.5,17,420,82
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",20-03-2026 16:00,28.3419248,77.319699,PM10,71,186,117
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",20-03-2026 16:00,28.3419248,77.319699,CO,16,48,27
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",20-03-2026 16:00,28.4227,77.0667,NO2,4,10,6
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",20-03-2026 16:00,28.4275,77.1465,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",20-03-2026 16:00,28.4501238,77.0263051,NO2,9,45,26
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",20-03-2026 16:00,28.4501238,77.0263051,CO,64,114,92
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",20-03-2026 16:00,28.4501238,77.0263051,OZONE,4,31,24
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",20-03-2026 16:00,29.14056,75.744941,NO2,26,27,26
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",20-03-2026 16:00,29.14056,75.744941,NH3,10,11,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB",20-03-2026 16:00,29.307814,76.337619,PM10,20,61,38
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",20-03-2026 16:00,29.8006,76.4155,PM10,18,63,36
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",20-03-2026 16:00,29.8006,76.4155,NH3,3,6,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",20-03-2026 16:00,29.6953,77.0027,NO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",20-03-2026 16:00,29.6953,77.0027,OZONE,11,31,18
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",20-03-2026 16:00,29.966942,76.875879,PM2.5,39,80,59
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",20-03-2026 16:00,12.9352049,77.6814488,OZONE,15,69,50
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",20-03-2026 16:00,13.029152,77.585901,PM2.5,34,310,94
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",20-03-2026 16:00,13.029152,77.585901,PM10,39,158,84
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",20-03-2026 16:00,13.029152,77.585901,SO2,5,20,12
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",20-03-2026 16:00,12.938539,77.5901,PM10,34,132,73
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",20-03-2026 16:00,12.938539,77.5901,NH3,4,19,6
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",20-03-2026 16:00,12.938539,77.5901,OZONE,11,256,254
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",20-03-2026 16:00,12.920984,77.584908,PM10,30,156,75
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",20-03-2026 16:00,12.920984,77.584908,CO,4,108,21
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",20-03-2026 16:00,28.1485564,77.3320667,NH3,9,9,9
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",20-03-2026 16:00,28.3153,76.9143,OZONE,1,50,34
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",20-03-2026 16:00,30.7057778,76.85318056,SO2,13,14,14
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",20-03-2026 16:00,29.432304,76.972765,PM10,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",20-03-2026 16:00,29.432304,76.972765,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",20-03-2026 16:00,23.707909,86.41467,PM2.5,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",20-03-2026 16:00,23.707909,86.41467,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",20-03-2026 16:00,23.707909,86.41467,CO,40,40,40
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",20-03-2026 16:00,16.172806,75.659694,PM2.5,18,36,35
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",20-03-2026 16:00,16.172806,75.659694,NO2,6,12,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",20-03-2026 16:00,16.172806,75.659694,OZONE,6,13,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",20-03-2026 16:00,28.52123,76.37138,NO2,10,12,11
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",20-03-2026 16:00,28.52123,76.37138,SO2,10,14,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",20-03-2026 16:00,28.52123,76.37138,CO,30,36,34
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",20-03-2026 16:00,29.5364,75.0158,CO,32,60,42
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",20-03-2026 16:00,29.0272,77.0621,NO2,12,13,12
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",20-03-2026 16:00,30.1480566,77.2893471,NO2,11,21,16
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",20-03-2026 16:00,30.943887,76.801991,NO2,5,34,17
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",20-03-2026 16:00,30.943887,76.801991,SO2,23,81,37
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",20-03-2026 16:00,30.943887,76.801991,OZONE,10,58,38
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",20-03-2026 16:00,29.0272,77.0621,NH3,21,21,21
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",20-03-2026 16:00,29.0272,77.0621,SO2,4,17,8
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",20-03-2026 16:00,29.0272,77.0621,OZONE,25,26,26
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",20-03-2026 16:00,30.1480566,77.2893471,PM2.5,38,500,104
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",20-03-2026 16:00,29.966942,76.875879,OZONE,11,32,18
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",20-03-2026 16:00,28.360699,76.93609,NH3,9,11,9
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",20-03-2026 16:00,34.06313,74.96017,NO2,NA,NA,NA
